Provider Approval Number,Service Approval Number,Legal Name,Trading Name,Address,Suburb,State,Postcode,Date Approval Granted,Conditions
PR-40023418,,COBBLEBANK EARLY LEARNING CENTRE PTY LTD,Aspire Early Education Cobblebank,L 7  484 St Kilda Rd,MELBOURNE,VIC,3004,05-09-2020,
PR-40023434,,Yarraleen Preschool Inc,,"Yarraleen Pre School, 92 Rocklea Rd",BULLEEN,VIC,3105,15-10-2020,
PR-40023473,,ACADEMY OF EARLY EDUCATION PTY LTD ATF AEE Family Trust,,PO Box 2323,TAYLORS LAKES,VIC,3038,06-11-2020,
PR-40023486,,MMT CARE PTY LTD,MMT Care Pty Ltd,3  332-340 Bell St,PRESTON,VIC,3072,11-12-2020,
PR-40023510,,VillageOSHC Pty Ltd,VillageOSHC,"Tower 3, Level 7, 18-38 Siddeley st",DOCKLANDS,VIC,3008,13-07-2020,
PR-40023515,,CF BRIGHT KIDS LEARNING PTY LTD,,PO Box 2310,TEMPLESTOWE LOWER,VIC,3107,04-12-2020,
PR-40023516,,CARECREST FAMILY DAYCARE PTY LTD ATF CARECREST FAMILY DAYCARE TRUST,Educare Family day care,71 George St,DONCASTER EAST,VIC,3109,17-07-2021,
PR-40023541,,STANLEY CARE PTY LTD,Stanley Care,30 Gerace Street,TRUGANINA,VIC,3029,04-09-2021,
PR-40023594,,RIFAH GROUP PTY LTD,ABC learning family day care,1 Ernest St,BROADMEADOWS,VIC,3047,04-09-2021,
PR-40023644,,E H & M Investments Pty Ltd ATF EH&M Property Trust,,PO Box 3143,GROVEDALE,VIC,3216,14-12-2020,
PR-40023675,,A10 EDUCATION PTY LTD ATF Chris & Dinch Family Trust,Mindful Learners Family Day Care,U 4  5-7 Downs St,PASCOE VALE,VIC,3044,14-06-2021,
PR-40023682,,IFTIN FAMILY DAY CARE PTY LTD,Iftin Family Day Care,33 Priorswood Drive,HOPPERS CROSSING,VIC,3029,14-06-2021,
PR-40023795,,KIDS TIME FAMILY DAY CARE PTY LTD,KIDS TIME FAMILY DAY CARE PTY LTD,12 Altamont Rd,CRAIGIEBURN,VIC,3064,04-09-2021,
PR-40023814,,Ledia Temple Coney Rozairo,Schoenstatt Montessori Home,12 Janson Cl,NARRE WARREN SOUTH,VIC,3805,23-12-2020,"Prior to applying for service approval or transfer, the persons with management or control of the approved provider, Ledia Rozairo, must undertake professional development in Quality Area 7 – Governance and Leadership.
The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.
The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40023830,,G1 EARLY EDUCATION PTY LTD,,14 Navigation Rd,TARNEIT,VIC,3029,28-09-2020,
PR-40023867,,AUSKIDS EDUCATION PTY LTD,Kumon Forest hill Centre/child care,17 Anningie PArk Place,CROYDON NORTH,VIC,3136,04-12-2020,
PR-40023876,,TREND FASHION AND STYLE PTY LTD.,,15 windsor crescent,ALTONA NORTH,VIC,3025,04-12-2020,
PR-40023881,,MINNOWS ASPENDALE GARDENS PTY LTD,Minnows Aspendale Gardens Pty Ltd,PO Box 75,MOUNT ELIZA,VIC,3930,15-10-2020,
PR-40023899,,SANDHURST CATHOLIC EARLY CHILDHOOD EDUCATION & CARE LIMITED,Sandhurst Catholic Early Childhood Education & Care Ltd,PO Box 477,BENDIGO,VIC,3550,24-11-2020,
PR-40023901,,PERFECTLI PTY LTD,,6 Colebrook Ave,MOUNT WAVERLEY,VIC,3149,10-12-2020,"Jiaen Li, as the nominated person with management or control of the approved provider must undertake professional development in Quality Area 7 – Governance and Leadership, prior to applying for service approval or transfer.
•	The professional development must be delivered by a recognised early childhood organisation or expert, and approved in writing by the Department prior to undertaking the professional development.
•	The Department must be provided with proof of completion of the professional development within 7 days of completion."
PR-40023904,,CLYDE NORTH EARLY LEARNING CENTRE PTY LTD,Aspire Early Education Clyde North,1s Cornhill Rd,CLYDE NORTH,VIC,3978,08-09-2020,
PR-40023932,,Emaan Family day care,Emaan Family day care,13 Bega St,CHADSTONE,VIC,3148,27-07-2021,
PR-40023948,,BUBBLES PROGRAMMES PTY LTD,BUBBLES PRE-SCHOOL,168-172 Waverley Rd,MALVERN EAST,VIC,3145,01-12-2020,
PR-40023964,,Shuqi Qiu,,64 Belford Rd,KEW EAST,VIC,3102,04-12-2020,
PR-40023974,,BEACHWOOD FRANKSTON SOUTH PTY LTD,Beachwood Frankston South,105 Humphries Rd,FRANKSTON SOUTH,VIC,3199,03-11-2020,
PR-40024037,,TRUGANINA BUSINESS ONE EEG PTY LTD,Truganina Business ONE EEG Pty Ltd,Level 4  88 Albert Road,SOUTH MELBOURNE,VIC,3205,25-11-2020,
PR-40024040,,KIDS PLAY FAMILY DAY CARE,,U 90  510 Lygon St,CARLTON,VIC,3053,27-01-2022,
PR-40024057,,KOTHARI & CO PTY LTD,Kothari & Co Pty Ltd,107 Beachview Pde,POINT COOK,VIC,3030,27-10-2020,
PR-40024059,,SMART LEARNING FAMILY DAYCARE PTY LTD,,62 Claret Ash Bvd,HARKNESS,VIC,3337,14-06-2021,
PR-40024083,,HADFIELD CHILDCARE PTY LTD,Hadfield Early Learning Centre,82 West St,HADFIELD,VIC,3046,23-12-2020,
PR-40024085,,GRIMSHAW STREET CHILDCARE PTY LTD,Grimshaw Street Early Learning Centre,292 Grimshaw St,WATSONIA NORTH,VIC,3087,18-02-2021,
PR-40024090,,Enlighten Learning Pty Ltd,,U 9  332-338 Centre Rd,BENTLEIGH,VIC,3204,04-12-2020,
PR-40024097,,SPORTS DS PTY LTD,DS Sports,6 Fox Road,KOO WEE RUP,VIC,3981,13-01-2021,
PR-40024127,,ALPHA OMEGA EDUCATION PTY LTD,,6 Brunton Crescent,MULGRAVE,VIC,3170,04-02-2021,
PR-40024132,,39 CANDY ROAD PTY LTD,Toot Toot Childcare,20 Heron Way,POINT COOK,VIC,3030,13-01-2021,
PR-40024146,,Rocket Early Learning Centre Pty Ltd,Rocket Early Learning Centre,800 Station St,BOX HILL NORTH,VIC,3129,13-01-2021,
PR-40024164,,MERELEX PTY LTD,merelex,12 Parklands Dr,THOMASTOWN,VIC,3074,19-03-2021,"Mereyam Samra must undertake professional development in Quality Area 7 - Leadership and Governance of the National Quality Standard prior to applying for service approval or transfer.
The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.
The Department must be provided with proof of completion of the professional development within 7 days of completion."
PR-40024185,,MONTESSORI EARLY LEARNING KIDS CARE PTY LTD,,31 Crossway Ave,TARNEIT,VIC,3029,23-12-2020,"Prior to applying for service approval or transfer, the person with management or control of the approved provider, Ms Saroj Bala, must undertake professional development in Quality Areas:
1 - Educational program and practice
7 – Governance and leadership
The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.
The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40024232,,BRIGHT KINDY PTY LTD,Bright Early Learning Centre,"988-990, High Street Road",GLEN WAVERLEY,VIC,3150,10-12-2020,
PR-40024332,,ALL-STAR KIDS PTY LTD,ALL-STAR KIDS PTY LTD,33 Pilgrim St,SEDDON,VIC,3011,10-12-2020,
PR-40024341,,Little Birds ELC Pty Ltd ATF Little Birds ELC Unit Trust,Little Birds ELC Pty Ltd,U 2  14 Wallace Ave,TOORAK,VIC,3142,18-02-2021,"Prior to applying for service approval or transfer, Larisa Soloveychik and Anatoly Kaganov, as the person(s) with management or control of the approved provider must undertake professional development in Quality Area 7 - Governance and Leadership, and Child Safe Standards.
The professional development must be delivered by a recognised early childhood organisation or expert, and approved in writing by the Department prior to undertaking the professional development.
The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40024350,,BIALIK COLLEGE LIMITED,Bialik College,429 Auburn Road,HAWTHORN,VIC,3122,19-03-2021,
PR-40024360,,Siobhan McBride-Yardley,All Kids Family Day Care,17 Gravid St,WERRIBEE,VIC,3030,17-07-2021,
PR-40024381,,GUMBOOTS EARLY LEARNING JACKSONS HILL PTY LTD,Gumboots Early Learning Jacksons Hill,81 Belleview Dr,SUNBURY,VIC,3429,04-02-2021,
PR-40024422,,ACN 639 977 816 PTY LTD,Schools Out! Vic,76 Barry Rd,NEW GISBORNE,VIC,3438,14-06-2021,
PR-40024424,,TEMPLESTOWE KIDS EARLY LEARNING CENTRE PTY LTD ATF TEMPLESTOWE KIDS EARLY LEARNING CENTRE TRUST,Templestowe Kids Early Learning Centre,16 Oakland Dr,WARRANDYTE,VIC,3113,19-03-2021,"Prior to applying for service approval or transfer, the person with management or control of the approved provider, Mr Veton Sadiku, must undertake professional development in Quality Areas:
6 – Collaborative partnerships with families and communities
The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.
The Department must be provided with proof of completion of the professional development within 7 days of completion."
PR-40024430,,SMAG GROUP PTY LTD,ABI FAMILY DAY CARE,50 WENDOUREE DRIVE,KIALLA,VIC,3631,08-08-2021,
PR-40024432,,Danfeng Lin,,7 Dobson St,FERNTREE GULLY,VIC,3156,27-07-2021,"The person(s) with management or control of the approved provider must undertake professional development in Quality Area 7 - Governance and Leadership prior to applying for service approval or transfer.
•	The professional development must be delivered by a recognised early childhood organisation or expert, and approved in writing by the Department prior to undertaking the professional development.
•	The Department must be provided with proof of completion of the professional development within 7 days of completion."
PR-40024476,,Kerrie Anne Patrick,OSHC Adventures,139 White Gum Rd,BARKERS CREEK,VIC,3451,14-05-2021,
PR-40024481,,CROWN KIDDO EDUCATION GROUP PTY LTD,,U 5  170 Warrigal Rd,MENTONE,VIC,3194,25-06-2021,
PR-40024485,,WESTCARE PTY LTD,,200 Glencoe Dr,DIGGERS REST,VIC,3427,04-02-2021,"Within 3 months of applying for service approval or transfer, the person with management or control of the approved provider, Ms Rabia Tanveer, must participate in an educative session and interview with the Regulatory Authority"
PR-40024498,,The Trustee for Children's Wonderland ELC Unit Trust,Children’s Wonderland Early Learning Centre,52 Thomas St,SOUTH MORANG,VIC,3752,29-11-2021,"The persons with management or control of the approved provider, Pauline Poursanidis and Anna Bililis, must undertake professional development in Quality Area 7 - Governance and Leadership and Child Safe Standards prior to applying for service approval or transfer.
The professional development must be delivered by a recognised early childhood organisation or expert, and approved in writing by the Department prior to undertaking the professional development.
The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40024548,,BELLARINE MOOLAP ELC PTY LTD,BELLARINE MOOLAP ELC PTY LTD,150 Princes Hwy,PAKENHAM,VIC,3810,18-02-2021,
PR-40024551,,A & SZ PTY LTD,Penguins Early Learning Family Daycare,4 Ivan James Pl,CAROLINE SPRINGS,VIC,3023,25-08-2022,
PR-40024582,,Bright Family Care Services PTY LTD,Little Heaven Family Day Care Scheme,6 Harmony Dr,TARNEIT,VIC,3029,17-07-2021,
PR-40024599,,KIND & CARING FAMILY DAY CARE PTY LTD,KIND & CARING FAMILY DAY CARE,13 Talbot Ct,NOBLE PARK,VIC,3174,22-07-2021,
PR-40024651,,COOLAMON KIDS PTY LTD,,46 Grevillea St,CRAIGIEBURN,VIC,3064,08-08-2021,
PR-40024693,,Seville Primary School’s School Council,Seville Primary School,"Seville Primary School, 639 Warburton Hwy",SEVILLE,VIC,3139,04-02-2021,
PR-40024710,,PAKENHAM ELC PTY LTD,PAKENHAM ELC,150 Princes Hwy,PAKENHAM,VIC,3810,18-02-2021,
PR-40024764,,DIVERSE GEM CARE PTY LTD,Children Unplugged,4 William St,FAWKNER,VIC,3060,24-10-2021,
PR-40024885,,JML Trading Beaconsfield Pty Ltd,Explorers Early Learning - Beaconsfield,110-112 Bridport St,ALBERT PARK,VIC,3206,14-05-2021,
PR-40024922,,BARHANA KONDU BOYZ AND GAL PTY LTD,Nimble Tots and Tweens,96-102 Furner Ave,BELL PARK,VIC,3215,28-07-2021,
PR-40024976,,James Kennedy,Monash College,3/9 Warrigal Road,HUGHESDALE,VIC,3166,04-09-2021,"The person(s) with management or control of the approved provider must undertake professional development in Child Safe Standards prior to applying for service approval or transfer.
• The professional development must be delivered by a recognised early childhood organisation or expert, and approved in writing by the Department prior to undertaking the professional development.
• The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40024986,,MTG SERVICES AUSTRALIA PTY LTD,,440 Masons Road,MERNDA,VIC,3754,21-12-2021,
PR-40025016,,MSPP FUTURE INVESTMENT PTY LTD,,9 Abbin Court,ROWVILLE,VIC,3178,27-07-2021,
PR-40025034,,TROIKKA GROUP PTY LTD TROIKKA UNIT TRUST,,7 Armadale Ct,TARNEIT,VIC,3029,12-04-2021,
PR-40025123,,RPR INTERNATIONAL PTY LTD,RPR INTERNATIONAL PTY LTD,40 Chagall Pde,CLYDE NORTH,VIC,3978,24-10-2021,
PR-40025170,,BILLY BUTTON KIDS PTY LTD,Billy Button Early Learning,34 Buttercup Dr,GREENVALE,VIC,3059,12-04-2021,
PR-40025190,,IQRA EARLY LEARNING PTY LTD,,5 Simpson Ct,WERRIBEE,VIC,3030,08-03-2022,"The person(s) with management or control of the approved provider, Bianca Iodice, must undertake professional development in Quality Area 7 – Governance and Leadership prior to applying for service approval or transfer.
o	The professional development must be delivered by a recognised early childhood organisation or expert, and approved in writing by the Department prior to undertaking the professional development.
o	The Department must be provided with proof of completion of the professional development within 7 days of completion."
PR-40025194,,Barry Beckett Children's Centre Incorporated,Barry Beckett Children's Centre,12 Connolly Ave,COBURG,VIC,3058,25-06-2021,
PR-40025210,,LEVEL UP GROUP PTY LTD,,19 Ferndell Cres,TEMPLESTOWE,VIC,3106,08-08-2021,
PR-40025220,,Providence & Grace Pty. Ltd. ATF Leong & Tham Family Trust,,28b Macedon St,MARIBYRNONG,VIC,3032,19-01-2022,
PR-40025247,,UPENDO FAMILY DAY CARE PTY LTD,UPENDO FAMILY DAY CARE,11 Roberts St,SHEPPARTON,VIC,3630,19-10-2021,
PR-40025248,,HAPPY LITTLE FEET EARLY LEARNING CENTRE PTY LTD,,2/321 Maroondah Highway,CROYDON NORTH,VIC,3136,29-08-2021,
PR-40025279,,BRIGHT & RIGHT CARE PTY LTD,BRIGHT & RIGHT CARE PTY LTD,6 Bellairs Ave,SEDDON,VIC,3011,23-09-2021,
PR-40025283,,Aggyey Mishra,ITWavelength,13 hazelnut Boulevard,BERWICK,VIC,3806,19-10-2021,"The person(s) with management or control of the approved provider must undertake professional development in Quality Area 7 - Governance and Leadership prior to applying for service approval or transfer.

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.

The Department must be provided with proof of completion of the professional development within 7 days of completion."
PR-40025303,,JML TRADING GREENVALE PTY LTD,Explorers Early Learning - Greenvale,110-112 Bridport St,ALBERT PARK,VIC,3206,14-05-2021,
PR-40025361,,MONTESSORI BEGINNINGS MARIBYRNONG PTY LTD,,31 Edgewater Boulevard,MARIBYRNONG,VIC,3032,14-06-2021,
PR-40025380,,TYERS PRIMARY SCHOOL COUNCIL,Tyers Primary School,"Tyers Primary School, Main Road",TYERS,VIC,3844,11-06-2021,
PR-40025383,,EARLY BEGINNERS CHILD CARE CENTRE - GREENVALE PTY LTD,EARLY BEGINNERS CHILD CARE CENTRE- GREENVALE,15 LAKE VIEW BLV,KEYSBOROUGH,VIC,3173,14-06-2021,
PR-40025396,,BLOSSOM EARLY CHILDHOOD EDUCATION PTY LTD,,"Factory 7, 334 HUME HIGHWAY",CRAIGIBURN,VIC,3064,24-10-2021,
PR-40025417,,Farah Naz Naqvi,Pioneers International Montessori,10 Alexander Ave,COBURG NORTH,VIC,3058,12-12-2021,
PR-40025437,,TIJELO PTY LTD ATF TIJELO Trust,TIJELO PTY LTD,PO Box 559,ELWOOD,VIC,3184,28-04-2021,
PR-40025451,,CHARROUF FINANCIAL PTY. LTD.,,11 Scotia Street,MOONEE PONDS,VIC,3039,29-11-2021,
PR-40025485,,S K LAPADULA PTY LTD,Bulleen Kids Early Learning Centre,16 Virginia crt,BULLEEN,VIC,3105,08-10-2021,
PR-40025542,,ASPIRE EARLY EDUCATION & KINDERGARTEN WERRIBEE PTY LTD,Aspire Early Education & Kindergarten Werribee,L 7  484 St Kilda Rd,MELBOURNE,VIC,3004,14-06-2021,
PR-40025563,,Educare Family Day Care Pty Ltd,Educare Family Day Care Pty Ltd,"suite 5, 911 High St",RESERVOIR,VIC,3073,03-06-2021,
PR-40025573,,Diocese of Ballarat Catholic Education Limited,,"St Mary's Primary, 2 Murlong St",SWAN HILL,VIC,3585,21-06-2021,
PR-40025648,,FUNTASTIC KIDZ PTY LTD,Funtastic Kidz,31 Maxia Rd,DONCASTER EAST,VIC,3109,01-12-2021,"The person with management or control of the approved provider, Nisha Sharma, must undertake professional development in Quality Area 7 - Governance and Leadership prior to applying for service approval or transfer.
The professional development must be delivered by a recognised early childhood organisation or expert, and approved in writing by the Department prior to undertaking the professional development.
The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40025658,,UNIVERSAL KIDS EARLY LEARNING PTY LTD ATF SENEVIRATNE FAMILY TRUST,,"No 11,Viewpoint  Avenue",GLEN WAVERLEY,VIC,3150,16-11-2021,
PR-40025688,,LITTLE SUNSHINE ELC & KINDERGARTEN PRESTON PTY LTD,,Level 1  60 High Street,PRESTON,VIC,3072,29-11-2021,
PR-40025751,,ENDERUN EARLY EDUCATION PTY LTD,,149-155 Malmsbury Drive,MEADOW HEIGHTS,VIC,3048,13-05-2022,
PR-40025773,,Jining Chen,,19A Blaxland Ct,MOOROOLBARK,VIC,3138,25-01-2022,"Prior to applying for service approval or transfer, the person with management or control of the approved provider, Jining Chen, must undertake professional development in Quality Area: 7 – Governance and leadership

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.

The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40025781,,Tarneit North Early Learning Centre PTY LTD,Aspire Early Education & Kindergarten Tarneit North,L 7  484 St Kilda Rd,MELBOURNE,VIC,3004,14-06-2021,
PR-40025827,,Sporty Dna Pty Ltd,Oshsports,"U 506, L 5  100 Harbour Esp",DOCKLANDS,VIC,3008,11-03-2022,
PR-40025848,,PARED VICTORIA LTD,Harkaway Hills College,420 Belgrave-Hallam Rd,NARRE WARREN NORTH,VIC,3804,17-07-2021,
PR-40025869,,LAKES ENTRANCE PRIMARY SCHOOL COUNCIL,Lakes Entrance Primary School Council OSHC,"Lakes Entrance Primary School, 49 Myer St",LAKES ENTRANCE,VIC,3909,04-06-2021,
PR-40025881,,CHANGEX GLOBAL PTY LTD,,111 Aspire Bvd,FRASER RISE,VIC,3336,29-11-2021,
PR-40025912,,READY SET GO PTY LTD,Ready Set Go,PO Box 130,EMERALD,VIC,3782,19-10-2021,
PR-40025913,,OZKIDS EARLY LEARNING PTY LTD,OZKIDS EARLY LEARNING,4 Badger Gr,TARNEIT,VIC,3029,13-12-2021,
PR-40025947,,GINA KILPATRICK,Bilby Family Day care Australia,28 Fairway Cres,DARLEY,VIC,3340,12-12-2021,
PR-40025952,,Bernacci Holdings Pty Ltd,Bernacci Holdings Pty Ltd,U 1  1 Hoylake Grove,MORNINGTON,VIC,3931,29-08-2021,
PR-40026028,,AC2W PTY LTD,Snugglepotts Children's Centre,2 Terama Ct,GLEN WAVERLEY,VIC,3150,14-06-2021,
PR-40026036,,POMONAL PRIMARY SCHOOL COUNCIL,Pomonal Primary School,"Pomonal Primary School, Pomonal -Ararat Rd",POMONAL,VIC,3381,04-06-2021,
PR-40026039,,Murtoa College School Council,Principal of Murtoa College,"Murtoa College, 1 Webb St",MURTOA,VIC,3390,04-06-2021,
PR-40026047,,MOOROOPNA NORTH PRIMARY SCHOOL COUNCIL,Mooroopna North Primary School,"835, Ardmona Rd",MOOROOPNA,VIC,3629,04-06-2021,
PR-40026109,,PINNACLE EARLY LEARNING CENTRES GLEN HUNTLY PTY LTD,,112 Booran Rd,GLEN HUNTLY,VIC,3163,25-06-2021,
PR-40026118,,Darraweit Guim Primary School Council,Darraweit Guim,2 Darraweit Valley Rd,DARRAWEIT GUIM,VIC,3756,04-06-2021,
PR-40026143,,JIMMY NGOC LE,,13 mockridge street,WANTIRNA SOUTH,VIC,3152,05-01-2022,"The person with management or control of the approved provider, JIMMY NGOC LE, must undertake professional development in Quality Area 7 - Governance and Leadership and Child Safe Standards prior to applying for service approval or transfer.
The professional development must be delivered by a recognised early childhood organisation or expert, and approved in writing by the Department prior to undertaking the professional development.
The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40026150,,MYRRHEE PRIMARY SCHOOL COUNCIL,Myrrhee Primary School,1673 Benalla Whitfield Road,MYRRHEE,VIC,3732,16-06-2021,
PR-40026163,,LMV EDUCATION PTY LTD,,PO Box 335,CLIFTON HILL,VIC,3068,20-06-2022,"The person with management or control of the approved provider, LEIGH VARLEY, must undertake professional development in Quality Area 7 - Governance and Leadership and Child Safe Standards prior to applying for service approval or transfer.

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.

The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40026168,,MINI DRAGON EARLY LEARNING PTY LTD,,36 Carrol Gr,MOUNT WAVERLEY,VIC,3149,25-01-2022,"The person with management or control of the approved provider, Jing Zhao, must undertake professional development in Quality Area 7 - Governance and Leadership prior to applying for service approval or transfer.
o	The professional development must be delivered by a recognised early childhood organisation or expert, and approved in writing by the Department prior to undertaking the professional development.
o	The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40026218,,CONCONGELLA PRIMARY SCHOOL COUNCIL,Concongella Primary School,"Concongella Primary School, 61 Concongella School Rd",CONCONGELLA,VIC,3384,04-06-2021,
PR-40026224,,GS ACADEMY PTY LTD,,47 Normanby St,CRANBOURNE,VIC,3977,13-10-2021,
PR-40026238,,BENDIGO AND DISTRICT ABORIGINAL CO-OPERATIVE LTD,BENDIGO AND DISTRICT ABORIGINAL CO-OPERATIVE LTD,PO Box 75,NORTH BENDIGO,VIC,3550,17-10-2022,
PR-40026242,,BELVEDERE PARK SCHOOL COUNCIL,,30 Belvedere Rd,SEAFORD,VIC,3198,02-07-2021,
PR-40026247,,Embracia Child Care and Kindergarten Pty Ltd,Embracia Child Care and Kindergarten Pty Ltd,"U 1, G  1138 Burke Rd",BALWYN NORTH,VIC,3104,29-11-2021,
PR-40026248,,TARADALE PRIMARY SCHOOL COUNCIL,Taradale Primary School,98 High St,TARADALE,VIC,3447,04-06-2021,
PR-40026260,,TOOLANGI PRIMARY SCHOOL COUNCIL,Toolangi Primary School,Main Road,TOOLANGI,VIC,3777,11-06-2021,
PR-40026261,,Nyora Primary School Council,NYORA PRIMARY SCHOOL COUNCIL,1 Grundy Ave,NYORA,VIC,3987,04-06-2021,
PR-40026266,,RED CLIFFS EAST PRIMARY SCHOOL COUNCIL,Red Cliffs East Primary school,PO Box 320,RED CLIFFS,VIC,3496,04-06-2021,
PR-40026276,,TEDDY BEAR CARE PTY LTD,TEDDY BEAR CARE,20 Montgomerys Lane,WOODEND,VIC,3442,19-04-2022,
PR-40026294,,ALMOST FRENCH KINDERGARTEN PTY LTD,Almost French Kindergarten,33a Argo St,SOUTH YARRA,VIC,3141,25-06-2021,
PR-40026311,,ASPIRE EARLY EDUCATION & KINDERGARTEN THORNHILL PARK PTY LTD,Aspire Early Education & Kindergarten Thornhill Park,Level 7 484 St Kilda Road Melbourne 3004,MELBOURNE,VIC,3004,08-10-2021,
PR-40026313,,Foundation Learning Centre Inc,Foundation Early Learning Centre,"Learning Centre, 1 Malcolm Ct",NARRE WARREN,VIC,3805,08-09-2021,
PR-40026350,,SOUTH PACIFIC INVESTMENT & DEVELOPMENT PTY LTD,,31 BRINGA AVENUE,CAMBERWELL,VIC,3124,18-03-2022,
PR-40026399,,SANDHURST CHILDCARE PTY LTD ATF SANDHURST CHILDCARE TRUST,Sandhurst Childcare Centre,53 Sandhurst Boulevard,SANDHURST,VIC,3977,31-03-2022,
PR-40026400,,GROW WITH US PTY LTD,,PO Box 466,ASHBURTON,VIC,3147,04-07-2021,
PR-40026420,,ATOM EDU-SOLUTIONS CONSULTING INTERNATIONAL PTY LTD,,U 2  1 Harcourt Ave,MULGRAVE,VIC,3170,25-12-2021,
PR-40026422,,SMV & COMPANY PTY LTD,SMV & COMPANY PTY LTD,"95, STANHOPE RD",TARNEIT,VIC,3029,22-01-2022,
PR-40026470,,ASPIRE EARLY EDUCATION WOLLERT PTY LTD,Aspire Early Education and Kindergarten Wollert,Level 7 484 St Kilda,MELBOURNE,VIC,3000,08-10-2021,
PR-40026606,,ME FOR KIDS CROYDON PTY LTD,,"Building 5, Se 57  195 Wellington Rd",CLAYTON,VIC,3168,27-07-2021,
PR-40026626,,BULLEEN HEIGHTS SCHOOL COUNCIL,Bulleen Heights School,PO Box 5,BULLEEN,VIC,3105,29-07-2021,
PR-40026645,,Chabad Youth Limited,Chabad Youth,1 A'Beckett St,EAST ST KILDA,VIC,3183,28-10-2021,
PR-40026763,,ZORG COTTON ON PTY LTD,TBC,38 Preston St,GEELONG WEST,VIC,3218,09-03-2022,
PR-40026891,,NEW HORIZON FDC PTY LTD,New Horizon FDC Pty Ltd,7 Magdala St,WERRIBEE,VIC,3030,15-08-2022,
PR-40026898,,Pico Early Learning Centre and Kindergarten (VIC) PTY LTD,Pico Early Learning Centre and Kindergarten,2-6 PRINCESS HIGHWAY,PAKENHAM,VIC,3810,27-07-2021,
PR-40026909,,MASSAND PTY LTD,PICO EARLY LEARNING CENTRE,36-38 Victoria Rd,NARRE WARREN,VIC,3805,08-10-2021,
PR-40026930,,FAITH! CHRISTIAN CHURCH INC.,,307 Gladstone Rd,DANDENONG NORTH,VIC,3175,19-01-2022,
PR-40026946,,RAISING STARS INVESTMENT PTY LTD.,,unit 1 2 stutt avenue,DONCASTER,VIC,3108,29-06-2022,"The person with management or control of the approved provider, Ling Guan, must undertake professional development in Quality Area 7 - Governance and Leadership prior to applying for service approval or transfer.
• The professional development must be delivered by a recognised early childhood organisation or expert, and approved in writing by the Department prior to undertaking the professional development.
• The Department must be provided with proof of completion of the professional development within 7 days of completion."
PR-40026957,,JML TRADING MORNINGTON PTY LTD,Explorers Early Learning - Mornington,110-112 Bridport St,ALBERT PARK,VIC,3206,08-08-2021,
PR-40026959,,JML TRADING SURREY HILLS ELGAR ROAD PTY LTD,Explorers Early Learning -,110-112 Bridport St,ALBERT PARK,VIC,3206,08-08-2021,
PR-40026991,,The Reframe Project PTY LTD,Lil' Leaders Early Learning,124 Duke St,BRAYBROOK,VIC,3019,04-07-2022,"Prior to applying for service approval or transfer, the persons with management or control of the approved provider, Elise Truong and Menasik Dewanyang, must undertake professional development in Quality Area: 7 – Governance and leadership.

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.

The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40027003,,Bruce Alexander Wilson,,U 1  102 The Terrace,OCEAN GROVE,VIC,3226,28-05-2022,
PR-40027042,,Melinda Fury,Little Chestnut Family Daycare,29 Glen Ebor Ave,BLACKBURN,VIC,3130,24-05-2022,
PR-40027057,,Mondo Early Learning Deer Park Pty Ltd,,7 Madeline Ct,AVONDALE HEIGHTS,VIC,3034,14-10-2021,
PR-40027090,,Guwing Pty Ltd,Little Groms Early Learning,88 Geelong Road,TORQUAY,VIC,3228,28-10-2021,
PR-40027177,,BUBS VIPS PTY LTD ATF BHAGAT FAMILY TRUST,BUBS VIPS PTY LTD,8 Sokleng Close,ROWVILLE,VIC,3178,08-06-2022,"The person with management or control of the approved provider, GURBINER BHAGAT, must undertake professional development in Quality Area 7 - Governance and Leadership and Child Safe Standards prior to applying for service approval or transfer.

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.

The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
